claim,claim_id,label
"Angiotensin-converting enzyme inhibitors (ACEIs) and angiotensin receptor blockers (ARBs) are medications for patients with cardiovascular diseases including heart attacks, high blood pressure, diabetes and chronic kidney disease to name a few",UL004880,unproven
The immune system fight against the coronavirus,UL004881,unproven
"If you're uncomfortable, take acetaminophen (Tylenol, others), ibuprofen (Advil, Motrin IB, others) or aspirin",UL004883,supports
"Several new and repurposed drugs are being tested for their effectiveness in the treatment regime, and the development of vaccines is underway.",UL004884,unproven
"healthy blood levels of vitamin D may give patients with COVID-19 a survival advantage by helping them avoid cytokine storm, when the immune system overreacts and attacks your body's own cells and tissues.",UL004885,unproven
"In tracking COVID-19, the disease caused by the new coronavirus, early reports indicated that young people were more likely to have milder cases of the disease.",UL004886,unproven
"Many rheumatoid arthritis patients are on medications that suppress the immune system, making them more vulnerable to infection - but those same drugs could also help fight COVID-19",UL004887,unproven
"Patients with cardiovascular diseases are often prescribed angiotensin-converting enzyme inhibitors (ACEIs or ACE inhibitors), which they take on a daily basis.",UL004888,refutes
"Hydroxychloroquine, on the other hand, completely lacks antiviral activity, thus providing no scientific basis for its further use in COVID-19 patients.",UL004890,refutes
"A cytokine storm becomes an all-too-frequent phenomenon, particularly among the young. But treatments are being tested.",UL004891,unproven
"there is SARS-CoV-2 RNA in various clinical specimens, suggesting other transmission routes for this virus besides respiratory secretions",UL004892,unproven
"here is currently no evidence that animals, including pets, can be infected with the coronavirus, and no evidence that animals can spread the virus",UL004893,unproven
The sunlight has a huge impact on decaying the coronavirus,UL004894,unproven
"camostat mesylate was active against other coronaviruses, including SARS-CoV.",UL004895,unproven
Early Symptoms Of COVID-19 Initial reports stated that COVID-19 symptoms usually take two to 10 days to appear after contracting the virus.,UL004897,unproven
cancer patients are highly vulnerable to COVID-19.,UL004898,unproven
"Humans first get a coronavirus from contact with animals. Then, it can spread from human to human.",UL004899,unproven
The results of a trial that found dexamethasone reduced the risk of death in extremely ill coronavirus patients,UL004900,unproven
The analysis of public genome sequence data from SARS-CoV-2 and related viruses found no evidence that the virus was made in a laboratory or otherwise engineered.,UL004901,refutes
nearly 90% of patients hospitalized with coronavirus (COVID-19) had one or more underlying health conditions.,UL004903,unproven
vitamin D can play in helping a patient fight off COVID-19.,UL004904,unproven
"For someone who died of COVID-19, the death certificate might read COVID-19, as well as pneumonia and Acute Respiratory Distress Syndrome (ARDS) as causes of death, with diabetes and hypertension",UL004905,unproven
"lopinavir (LPV), ritonavir, chloroquine, favipiravir, and remdesivir drugs can cure and treat covid-19",UL004906,unproven
The ideal face mask blocks large respiratory droplets from coughs or sneezes - the primary method by which people pass the coronavirus to others,UL004908,unproven
"Based on available evidence, children do not appear to be at higher risk for COVID-19 than adults.",UL004909,unproven
COVID-19 can unfortunately be fatal for those with suppressed immune systems.,UL004910,unproven
We know you have had questions about taking ibuprofen to treat COVID-19 symptoms and may have wondered if ibuprofen can make COVID-19 or other respiratory illnesses worse,UL004911,unproven
"surgical masks are effective barriers in preventing people from discharging infectious particles, at least quantity-wise.",UL004912,unproven
But wearing a mask is not a substitute for physical distancing. Staying at least 6 feet apart from others while in public is still the most important tool to stopping the spread of the virus (SARS-CoV-2).,UL004913,unproven
inhibitors of endosomal acidification fusion (chloroquine and hydroxychloroquine) and redox enzymes (auranofin) used to treat rheumatoid arthritis have shown promising results against SARS-CoV-2,UL004914,unproven
Vitamin D might lower the risk of viral respiratory tract infections like COVID-19,UL004916,supports
inhibitors of endosomal acidification fusion (chloroquine and hydroxychloroquine) and redox enzymes (auranofin) used to treat rheumatoid arthritis have shown promising results against SARS-CoV-2,UL004917,unproven
The patients who received vitamin C did significantly better than those who did not get Vitamin C.,UL004918,unproven
immune system protects us against the invader and can even be helpful for its therapy. But sometimes it can turn against us.,UL004919,unproven
T cells may help COVID-19 patients - and people never exposed to the virus,UL004920,unproven
"In many of the sickest patients with COVID-19, it seems the worst damage may be driven by a deranged immune response to the infection, called a cytokine storm, rather than the virus itself.",UL004921,unproven
"Data has shown that the virus that causes coronavirus disease 2019 (COVID-19) mainly spreads from person to person among those in close contact (within about 6 feet, or 2 meters).",UL004923,unproven
"It is possible that a person can get COVID-19 by touching a surface or object, including food or food packaging, that has the virus on it and then touching their own mouth, nose, or possibly their eyes. However, this is not thought to be the main way the virus spreads.",UL004924,unproven
"There is no rigorous scientific evidence to suggest hydroxychloroquine prevents, treats or cures COVID-19.",UL004925,unproven
T cells may help COVID-19 patients - and people never exposed to the virus,UL004926,unproven
Only older adults and young people are at risk of coronavirus,UL004927,unproven
COVID-19: Not all hand sanitizers work against it,UL004928,unproven
Symptoms of COVID-19 can range from mild symptoms to severe illness and death.,UL004929,unproven
COVID-19 originated in China,UL004930,unproven
"Older people, and those with underlying medical problems like cardiovascular disease, diabetes, chronic respiratory disease, and cancer are more likely to develop serious illness.",UL004931,unproven
The Coronavirus Patients Betrayed by Their Own Immune Systems.,UL004932,unproven
"SARS-CoV-2 is different from other viruses, including other coronaviruses.",UL004934,refutes
A weaker immune system is one reason people with high blood pressure and other health problems are at higher risk for coronavirus.,UL004935,unproven
"camostat mesylate was active against other coronaviruses, including SARS-CoV.",UL004937,unproven
"In tracking COVID-19, the disease caused by the new coronavirus, early reports indicated that young people were more likely to have milder cases of the disease.",UL004938,unproven
